,Title,Released,Runtime,Genre,Awards,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice,Language,budget_max,Format
490,Richard Jewell,2019-12-13,131 min,"Biography, Crime, Drama",Nominated for 1 Oscar. 7 wins & 20 nominations total,68.0,7.5,"91,145",tt3513548,22345542.0,English,45000000.0,not_netflix
491,Black Christmas,1974-12-20,98 min,"Horror, Mystery, Thriller",3 wins & 2 nominations,65.0,7.1,"43,766",tt0071222,,English,5000000.0,not_netflix
492,6 Underground,2019-12-13,128 min,"Action, Thriller",2 wins & 12 nominations,41.0,6.1,"183,119",tt8106534,,"English, Turkmen, Cantonese, Italian, Spanish, Ukrainian, French",150000000.0,netflix
493,Bombshell,2019-12-20,109 min,"Biography, Drama",Won 1 Oscar. 25 wins & 63 nominations total,64.0,6.8,"119,326",tt6394270,31762808.0,English,32000000.0,not_netflix
494,Uncut Gems,2019-12-25,135 min,"Crime, Drama, Thriller",27 wins & 94 nominations,91.0,7.4,"292,885",tt5727208,50023780.0,"English, Hebrew",19000000.0,not_netflix
495,Seberg,2020-05-15,102 min,"Biography, Drama, Thriller",2 wins & 6 nominations,54.0,5.9,"9,479",tt1780967,434702.0,"English, French",8000000.0,not_netflix
496,A Hidden Life,2020-01-17,174 min,"Biography, Drama, Romance",10 wins & 32 nominations,78.0,7.4,"25,563",tt5827916,1730597.0,"English, German, Italian",9000000.0,not_netflix
497,Live from the Red Carpet of Star Wars: The Rise of Skywalker,2019-12-16,126 min,,,,,,tt11464830,,English,,not_netflix
498,Cats,2019-12-20,110 min,"Comedy, Drama, Family",11 wins & 8 nominations,32.0,2.8,"52,975",tt5697572,27166770.0,English,95000000.0,not_netflix
499,Togo,2019-12-20,113 min,"Adventure, Biography, Drama",1 win & 4 nominations,69.0,7.9,"51,272",tt5116302,,English,0.0,netflix
500,Spies in Disguise,2019-12-25,102 min,"Animation, Action, Adventure",4 nominations,54.0,6.8,"51,808",tt5814534,66757013.0,"English, Japanese, Spanish, Korean",100000000.0,not_netflix
501,Little Women,2019-12-25,135 min,"Drama, Romance",Won 1 Oscar. 79 wins & 230 nominations total,91.0,7.8,"214,845",tt3281548,108101214.0,"English, French",40000000.0,not_netflix
502,1917,2020-01-10,119 min,"Action, Drama, War",Won 3 Oscars. 135 wins & 206 nominations total,78.0,8.2,"611,746",tt8579674,159227644.0,"English, French, German",100000000.0,not_netflix
503,Just Mercy,2020-01-10,137 min,"Biography, Crime, Drama",9 wins & 19 nominations,68.0,7.6,"70,711",tt4916630,36001502.0,English,25000000.0,not_netflix
504,Clemency,2020-01-24,112 min,Drama,Nominated for 1 BAFTA Award3 wins & 32 nominations total,77.0,6.5,"4,895",tt5577494,364716.0,English,0.0,not_netflix
505,The Grudge,2004-10-22,91 min,"Horror, Mystery, Thriller",2 wins & 10 nominations,49.0,5.9,"147,152",tt0391198,110359362.0,"English, Japanese",10000000.0,not_netflix
506,Underwater,2020-01-10,95 min,"Action, Horror, Sci-Fi",1 win & 5 nominations,48.0,5.8,"86,754",tt5774060,17291078.0,English,50000000.0,not_netflix
507,Like a Boss,2020-01-10,83 min,Comedy,1 win & 5 nominations,33.0,4.7,"14,670",tt7545266,22169514.0,"English, Spanish, French, Russian",29000000.0,not_netflix
508,Three Christs,2020-01-03,109 min,Drama,,39.0,6.2,"3,395",tt5706370,36723.0,"English, French, Latin",,not_netflix
509,Inherit the Viper,2020-01-10,90 min,Thriller,,39.0,5.2,"1,678",tt7349896,,English,0.0,not_netflix
510,The Sonata,2020-01-10,90 min,"Music, Mystery, Thriller",2 wins & 10 nominations,41.0,5.2,"1,462",tt7149066,,"English, French",0.0,not_netflix
511,The Murder of Nicole Brown Simpson,2019-12-09,82 min,"Crime, Horror, Mystery",,,2.5,"1,797",tt8415352,,English,0.0,not_netflix
512,Bad Boys for Life,2020-01-17,124 min,"Action, Comedy, Crime",3 wins & 15 nominations,59.0,6.5,"165,147",tt1502397,206305244.0,"English, Spanish",90000000.0,not_netflix
513,Dolittle,2020-01-17,101 min,"Adventure, Comedy, Family",3 wins & 9 nominations,26.0,5.6,"66,712",tt6673612,77047065.0,"English, French",175000000.0,not_netflix
514,A Fall from Grace,2020-01-17,120 min,Thriller,2 wins,34.0,5.9,"16,133",tt11390036,,English,0.0,netflix
515,The Gentlemen,2020-01-24,113 min,"Action, Comedy, Crime",1 win & 4 nominations,51.0,7.8,"354,892",tt8367814,36471795.0,"English, Russian, Spanish, Chinese",22000000.0,not_netflix
516,The Turning,2020-01-24,94 min,"Drama, Horror, Mystery",1 nomination,35.0,3.9,"15,121",tt7510346,15472775.0,English,14000000.0,not_netflix
517,The Last Full Measure,2020-01-24,116 min,"Drama, War",1 nomination,51.0,6.8,"12,723",tt0783640,2949212.0,English,20000000.0,not_netflix
518,John Henry,2020-01-24,91 min,"Drama, Thriller",,27.0,3.6,"2,432",tt8170298,,English,0.0,not_netflix
519,The Rhythm Section,2020-01-31,109 min,"Action, Drama, Mystery",2 wins & 3 nominations,45.0,5.4,"19,008",tt7134096,5437971.0,"English, French, Arabic, Spanish",50000000.0,not_netflix
520,Gretel,2012-05-16,89 min,Fantasy,,,,,tt2145864,,English,,not_netflix
521,The Assistant,2020-01-31,87 min,Drama,5 wins & 24 nominations,79.0,6.4,"23,806",tt9000224,1100313.0,"English, Mandarin, Spanish",0.0,not_netflix
522,Birds of Prey,2020-02-07,109 min,"Action, Comedy, Crime",18 wins & 83 nominations,60.0,6.0,"246,393",tt7713068,84172791.0,"English, Chinese",,not_netflix
523,The Lodge,2020-01-16,108 min,"Drama, Horror, Mystery",2 wins & 11 nominations,64.0,6.0,"50,388",tt7347846,2138907.0,English,0.0,not_netflix
524,Timmy Failure: Mistakes Were Made,2020-02-07,99 min,"Adventure, Comedy, Drama",5 nominations,60.0,6.0,"3,137",tt6820324,,English,45000000.0,not_netflix
525,Horse Girl,2020-02-07,103 min,"Drama, Mystery, Thriller",1 win & 1 nomination,61.0,6.0,"18,581",tt11388406,,English,0.0,netflix
526,To All the Boys: P.S. I Still Love You,2020-02-12,101 min,"Comedy, Drama, Romance",3 wins & 4 nominations,54.0,6.0,"41,344",tt9354842,,English,0.0,netflix
527,Sonic the Hedgehog,2020-02-14,99 min,"Action, Adventure, Comedy",3 wins & 12 nominations,47.0,6.5,"144,508",tt3794354,148974665.0,"English, French, Persian",85000000.0,not_netflix
528,Fantasy Island,2020-02-14,109 min,"Fantasy, Horror, Mystery",5 nominations,22.0,4.9,"54,496",tt0983946,27309289.0,English,7000000.0,not_netflix
529,The Photograph,2020-02-14,106 min,"Drama, Romance",1 win & 3 nominations,62.0,6.1,"5,817",tt7798646,20578185.0,English,16000000.0,not_netflix
530,Downhill,2020-02-14,86 min,"Comedy, Drama",1 win & 2 nominations,49.0,4.9,"13,034",tt4558376,8287061.0,"English, German, Italian, Hindi",0.0,not_netflix
531,Spy Intervention,2020-02-14,93 min,"Action, Adventure, Comedy",,,3.9,"1,950",tt7369550,,English,0.0,not_netflix
532,The Kindness of Strangers,2020-02-14,112 min,Drama,4 nominations,32.0,6.5,"4,534",tt6515910,2705.0,English,0.0,not_netflix
533,The Call of the Wild,2020-02-21,100 min,"Adventure, Drama, Family",1 win & 7 nominations,48.0,6.7,"51,950",tt7504726,62342368.0,"English, French",109000000.0,not_netflix
534,Emma,1996-08-30,120 min,"Comedy, Drama, Romance",Won 1 Oscar. 3 wins & 7 nominations total,66.0,6.6,"40,088",tt0116191,22231658.0,English,0.0,not_netflix
535,The Last Thing He Wanted,2020-02-21,115 min,"Crime, Drama, Thriller",1 win & 1 nomination,35.0,4.3,"15,991",tt7456312,,"English, Spanish, French",0.0,netflix
536,Brahms: The Boy II,2020-02-21,86 min,"Drama, Horror, Mystery",2 nominations,29.0,4.7,"18,744",tt9173418,12611536.0,English,10000000.0,not_netflix
537,The Night Clerk,2020-02-21,90 min,"Crime, Drama, Mystery",,44.0,5.6,"16,841",tt7979142,,English,0.0,not_netflix
538,Impractical Jokers: The Movie,2020-02-28,92 min,Comedy,,39.0,5.8,"6,821",tt9208444,10691091.0,English,3000000.0,not_netflix
539,The Invisible Man,2020-02-28,124 min,"Drama, Horror, Mystery",43 wins & 84 nominations,72.0,7.1,"234,861",tt1051906,70410000.0,English,7000000.0,not_netflix
540,All the Bright Places,2020-02-28,107 min,"Drama, Romance",1 win,61.0,6.6,"34,194",tt3907584,,English,0.0,netflix
541,Wendy,2020-04-17,111 min,"Drama, Fantasy",6 nominations,55.0,5.7,"3,564",tt2420124,143518.0,English,5000000.0,not_netflix
542,Guns Akimbo,2020-02-28,98 min,"Action, Comedy, Crime",,42.0,6.3,"63,877",tt6902676,,"English, Spanish",0.0,not_netflix
543,Onward,2020-03-06,102 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 4 wins & 66 nominations total,61.0,7.4,"155,178",tt7146812,61555145.0,English,200000000.0,not_netflix
544,The Way Back,2011-01-21,133 min,"Adventure, Drama, History",Nominated for 1 Oscar. 4 wins & 5 nominations total,66.0,7.3,"118,717",tt1023114,2701859.0,"English, Russian, Polish, Tibetan, Mongolian",0.0,not_netflix
545,Spenser Confidential,2020-03-06,111 min,"Action, Comedy, Crime",2 nominations,49.0,6.2,"91,807",tt8629748,,"English, Hindi",0.0,netflix
546,The Banker,2020-03-20,120 min,"Biography, Drama",3 wins & 7 nominations,59.0,7.3,"30,671",tt6285944,,English,0.0,not_netflix
547,The Burnt Orange Heresy,2020-03-06,99 min,"Drama, Thriller",1 win & 1 nomination,57.0,6.1,"5,401",tt8342680,144201.0,English,0.0,not_netflix
548,Swallow,2020-06-05,94 min,"Drama, Thriller",16 wins & 22 nominations,65.0,6.5,"25,238",tt8372298,33419.0,"English, Arabic",0.0,netflix
549,First Cow,2020-07-10,122 min,"Drama, Western",28 wins & 161 nominations,89.0,7.1,"19,775",tt9231040,101068.0,"English, North American Indian, Russian, French, Hawaiian",0.0,not_netflix
550,Bloodshot,2020-03-13,109 min,"Action, Adventure, Sci-Fi",1 win & 7 nominations,44.0,5.7,"80,280",tt1634106,12561824.0,"English, Persian",42000000.0,not_netflix
551,The Hunt,2013-01-10,115 min,Drama,Nominated for 1 Oscar. 38 wins & 73 nominations total,77.0,8.3,"338,553",tt2106476,613308.0,"Danish, English, Polish",14000000.0,not_netflix
552,I Still Believe,2020-03-13,116 min,"Biography, Drama, Music",1 win & 2 nominations,41.0,6.4,"12,568",tt9779516,9868521.0,English,0.0,not_netflix
553,Lost Girls,2020-03-13,95 min,"Crime, Drama, Mystery",1 win,67.0,6.1,"22,875",tt3111426,,English,0.0,netflix
554,The Roads Not Taken,2020-03-13,85 min,Drama,2 nominations,42.0,5.2,"2,528",tt9411866,3518.0,English,0.0,not_netflix
555,Never Rarely Sometimes Always,2020-04-03,101 min,Drama,31 wins & 120 nominations,92.0,7.4,"29,578",tt7772582,16565.0,English,0.0,not_netflix
556,Big Time Adolescence,2020-03-13,91 min,"Comedy, Drama",1 nomination,64.0,6.9,"14,429",tt3824648,,English,0.0,not_netflix
557,Lost Transmissions,2020-03-13,105 min,Drama,4 wins & 2 nominations,51.0,5.1,"1,114",tt6744360,,English,0.0,not_netflix
558,Resistance,2020-03-27,120 min,"Biography, Drama, History",2 nominations,53.0,6.5,"7,904",tt6914122,7464.0,"English, German, Hebrew, Latin, Italian, French",0.0,not_netflix
559,Uncorked,2020-03-27,104 min,Drama,,62.0,6.4,"6,369",tt9261218,,"English, French",0.0,netflix
560,Vivarium,2020-03-27,97 min,"Horror, Mystery, Sci-Fi",3 wins & 10 nominations,64.0,5.8,"62,908",tt8368406,,English,3947600.0,not_netflix
561,Coffee,2004-09-04,10 min,"Short, Comedy, Romance",,,5.7,97,tt0421122,,English,0.0,not_netflix
562,Trolls World Tour Dance Party Edition,,94 min,Music,,,,,tt13238214,,English,,not_netflix
563,Love Wedding Repeat,2020-04-10,100 min,"Comedy, Romance",,41.0,5.5,"21,160",tt5096470,,English,0.0,netflix
564,The Main Event,1979-06-22,112 min,"Comedy, Romance, Sport",4 wins & 5 nominations,,5.5,"3,015",tt0079510,42800000.0,English,0.0,netflix
565,We Summon the Darkness,2020-04-10,91 min,"Horror, Music, Thriller",2 wins & 1 nomination,55.0,5.2,"11,097",tt8058874,60794.0,English,0.0,not_netflix
566,The Lost Husband,2020-04-10,109 min,"Drama, Romance",1 nomination,49.0,6.1,"5,141",tt4257940,,English,0.0,not_netflix
567,Corona Zombies,2020-04-10,61 min,"Comedy, Horror",2 nominations.,,2.5,689,tt12098392,,English,0.0,not_netflix
568,Sergio,2020-04-17,118 min,"Biography, Drama, History",1 win & 1 nomination,55.0,6.2,"10,352",tt8750570,,"English, Portuguese, Spanish, French",16000000.0,netflix
569,The Willoughbys,2020-04-22,90 min,"Animation, Adventure, Comedy",16 nominations,68.0,6.3,"20,091",tt5206260,,English,0.0,netflix
570,Extraction,2020-04-24,116 min,"Action, Thriller",4 wins & 15 nominations,56.0,6.7,"209,700",tt8936646,,"English, Hindi, Bengali",65000000.0,netflix
571,Braking for Whales,2020-04-24,103 min,"Comedy, Drama",,,4.9,484,tt2305326,,English,0.0,not_netflix
572,Bad Education,2005-02-11,106 min,"Crime, Drama",Nominated for 1 BAFTA Award16 wins & 42 nominations total,81.0,7.4,"61,496",tt0275491,5284284.0,"Spanish, Latin",0.0,not_netflix
573,Dangerous Lies,2020-04-30,96 min,Thriller,2 wins & 1 nomination,51.0,5.3,"17,773",tt10183816,,English,0.0,netflix
574,All Day and a Night,2020-05-01,121 min,Drama,2 nominations,60.0,6.0,"4,029",tt3993886,,English,0.0,netflix
575,The Wretched,2020-05-01,95 min,"Horror, Mystery",4 wins & 5 nominations,61.0,5.8,"18,091",tt8305806,1814193.0,English,0.0,not_netflix
576,The Half of It,2020-05-01,104 min,"Comedy, Drama, Romance",3 wins & 11 nominations,74.0,6.9,"39,660",tt9683478,,"Spanish, English, Mandarin, French, Hindi",0.0,netflix
577,Arkansas,2020-05-05,117 min,"Crime, Thriller",,55.0,6.0,"13,192",tt9139586,,English,0.0,not_netflix
578,Valley Girl,1983-04-29,99 min,"Comedy, Romance",,66.0,6.4,"16,555",tt0086525,17343596.0,English,0.0,not_netflix
579,Capone,2020-05-12,103 min,"Biography, Crime, Drama",1 nomination,46.0,4.7,"21,661",tt6199572,,"English, Italian, Spanish",20600000.0,not_netflix
580,The Wrong Missy,2020-05-13,90 min,"Comedy, Romance",5 nominations,33.0,5.7,"41,569",tt9619798,,English,0.0,netflix
581,Scoob!,2020-05-15,93 min,"Animation, Adventure, Comedy",3 nominations,43.0,5.6,"28,033",tt3152592,2188425.0,English,90000000.0,not_netflix
582,Blood and Money,2020-05-15,89 min,"Drama, Thriller",,40.0,5.2,"2,409",tt9248110,,English,475000.0,not_netflix
583,Body Cam,2020-05-18,96 min,"Action, Adventure, Crime",,37.0,5.3,"7,070",tt8179024,,English,0.0,not_netflix
584,The Lovebirds,2020-05-22,86 min,"Action, Comedy, Crime",2 wins & 3 nominations,59.0,6.1,"26,708",tt8851668,,English,0.0,netflix
585,Inheritance,2020-05-22,111 min,"Drama, Mystery, Thriller",,31.0,5.5,"17,079",tt7923220,,English,0.0,not_netflix
586,Survive the Night,2020-05-22,90 min,"Action, Drama, Thriller",1 nomination,26.0,4.0,"11,567",tt10303324,,English,0.0,not_netflix
587,The Wanting Mare,2021-02-05,89 min,"Drama, Fantasy, Mystery",2 wins,67.0,5.3,546,tt2267554,,English,0.0,not_netflix
588,The High Note,2020-05-29,113 min,"Drama, Music, Romance",1 win & 8 nominations,58.0,6.4,"12,442",tt9308382,,English,0.0,not_netflix
589,Shirley,2020-06-05,107 min,"Biography, Drama, Horror",4 wins & 25 nominations,76.0,6.1,"12,144",tt8430598,,English,0.0,not_netflix
590,The Last Days of American Crime,2020-06-05,148 min,"Action, Crime, Drama",,15.0,3.8,"11,891",tt1552211,,English,0.0,netflix
591,Becky,2020-06-05,93 min,"Action, Crime, Drama",1 win & 1 nomination,54.0,5.9,"18,046",tt10314450,1003700.0,English,0.0,not_netflix
592,Think Like a Dog,2020-07-06,91 min,"Comedy, Drama, Family",1 win,,5.2,"1,940",tt5929654,,English,0.0,not_netflix
593,Da 5 Bloods,2020-06-12,154 min,"Adventure, Drama, War",Nominated for 1 Oscar. 41 wins & 198 nominations total,82.0,6.5,"52,777",tt9777644,,"English, Finnish, French, Vietnamese",45000000.0,netflix
594,Artemis Fowl,2020-06-12,95 min,"Adventure, Family, Fantasy",2 nominations,31.0,4.2,"29,278",tt3089630,,"English, Italian",125000000.0,not_netflix
595,The King of Staten Island,2020-06-12,136 min,"Comedy, Drama",3 wins & 24 nominations,67.0,7.1,"71,383",tt9686708,,English,0.0,not_netflix
596,Sniper: Assassin's End,2020-06-16,95 min,"Action, Thriller",3 nominations.,,5.4,"1,536",tt12305696,,"English, Japanese",0.0,not_netflix
597,You Should Have Left,2020-06-18,93 min,"Horror, Thriller",,46.0,5.4,"22,965",tt8201852,,English,0.0,not_netflix
598,Wasp Network,2020-06-19,127 min,"Crime, Drama, Thriller",1 win & 3 nominations,54.0,5.9,"11,177",tt6760876,,"Spanish, English, Russian, Italian",0.0,not_netflix
599,Feel the Beat,2020-06-19,109 min,"Comedy, Drama, Family",1 win & 3 nominations,,6.3,"12,045",tt10714856,,English,0.0,netflix
600,7500,2020-06-18,93 min,"Action, Drama, Thriller",2 wins & 8 nominations,58.0,6.3,"30,260",tt6436726,,"English, German, Turkish, Arabic",0.0,not_netflix
601,Athlete A,2020-06-24,103 min,"Documentary, Crime, Sport",4 wins & 9 nominations,85.0,7.6,"11,629",tt11905462,,English,0.0,not_netflix
602,Eurovision Song Contest: The Story of Fire Saga,2020-06-26,123 min,"Comedy, Musical",Nominated for 1 Oscar. 6 wins & 28 nominations total,50.0,6.5,"96,934",tt8580274,,"English, Icelandic, Portuguese",0.0,netflix
603,Irresistible,2020-06-26,101 min,"Comedy, Drama",1 nomination,47.0,6.3,"21,822",tt9076562,,English,0.0,not_netflix
604,My Spy,2020-06-26,99 min,"Action, Comedy",,46.0,6.3,"32,042",tt8242084,,"English, French, Russian",0.0,not_netflix
605,We Bare Bears: The Movie,2020-06-30,69 min,"Animation, Adventure, Comedy",,,6.7,"2,194",tt10474606,,English,0.0,not_netflix
606,Hamilton,2020-07-03,160 min,"Biography, Drama, History",Won 2 Primetime Emmys. 19 wins & 46 nominations total,89.0,8.4,"99,468",tt8503618,,English,0.0,not_netflix
607,Relic,2020-07-10,89 min,"Drama, Horror, Mystery",5 wins & 27 nominations,77.0,6.0,"27,923",tt9072352,1047083.0,English,0.0,not_netflix
608,Desperados,2020-07-03,105 min,"Comedy, Romance",1 win,41.0,5.2,"10,716",tt1545304,,English,0.0,netflix
609,The Old Guard,2020-07-10,125 min,"Action, Thriller",5 wins & 24 nominations,70.0,6.6,"170,607",tt7556122,,"English, Arabic, French, Italian",70000000.0,netflix
610,Money Plane,2020-07-10,82 min,"Comedy, Crime, Thriller",,,3.2,"5,265",tt7286966,,English,838109.0,not_netflix
611,Greyhound,2020-07-10,91 min,"Action, Drama, History",Nominated for 1 Oscar. 1 win & 23 nominations total,64.0,7.0,"101,679",tt6048922,,English,50300000.0,not_netflix
612,Palm Springs,2020-07-10,90 min,"Comedy, Fantasy, Mystery",15 wins & 45 nominations,83.0,7.4,"166,180",tt9484998,164000.0,English,0.0,not_netflix
613,Fatal Affair,2020-07-16,89 min,Thriller,1 win,34.0,4.6,"6,343",tt11057594,,English,0.0,netflix
614,The Silencing,2020-07-18,93 min,"Action, Crime, Mystery",1 nomination,,6.2,"27,633",tt7149730,100746.0,English,0.0,not_netflix
615,A Nice Girl Like You,2020-07-17,94 min,"Comedy, Romance",,41.0,5.1,"5,941",tt3278540,,"English, French",6100000.0,not_netflix
616,Ghosts of War,2020-07-17,94 min,"Fantasy, Horror, Thriller",,38.0,5.6,"10,956",tt6508228,,English,0.0,not_netflix
617,Animal Crackers,1930-09-06,97 min,"Comedy, Family, Musical",2 nominations,77.0,7.4,"14,800",tt0020640,910015.0,English,,not_netflix
618,The Kissing Booth 2,2020-07-24,134 min,"Comedy, Romance",2 wins,39.0,5.7,"33,630",tt9784456,,English,0.0,netflix
619,The Rental,2020-07-24,88 min,"Drama, Horror, Mystery",5 nominations,62.0,5.7,"34,377",tt10003008,1637548.0,English,0.0,not_netflix
620,Deep Blue Sea 3,2020-07-29,100 min,"Action, Horror, Sci-Fi",,,4.7,"6,360",tt11946300,,English,5000000.0,not_netflix
621,Black Is King,2020-07-31,85 min,"Adventure, Drama, Fantasy",Won 1 Primetime Emmy. 2 wins & 9 nominations total,84.0,5.8,"9,072",tt12607910,,English,0.0,not_netflix
622,The Secret: Dare to Dream,2020-07-31,107 min,"Drama, Romance",2 nominations,32.0,6.5,"15,138",tt4411584,,English,21000000.0,not_netflix
623,Summerland,2020-07-31,99 min,"Drama, Romance, War",1 win,56.0,7.0,"7,884",tt6841122,58498.0,English,0.0,not_netflix
624,She Dies Tomorrow,2020-08-07,86 min,"Drama, Fantasy, Horror",8 nominations,80.0,5.1,"6,640",tt11614912,398663.0,English,0.0,not_netflix
625,An American Pickle,2020-08-06,88 min,"Comedy, Fantasy",1 win & 1 nomination,58.0,5.7,"24,780",tt9059704,,"English, Hebrew",0.0,not_netflix
626,The Tax Collector,2020-08-07,95 min,"Action, Crime, Drama",1 nomination,22.0,4.8,"14,400",tt8461224,1044212.0,"English, Spanish",30000000.0,not_netflix
627,Waiting for the Barbarians,2020-08-07,112 min,Drama,1 win & 3 nominations,52.0,5.9,"13,074",tt6149154,,English,0.0,not_netflix
628,Project Power,2020-08-14,113 min,"Action, Crime, Sci-Fi",2 wins & 7 nominations,51.0,6.0,"91,867",tt7550000,,"English, Spanish",0.0,netflix
629,Magic Camp,2020-08-14,100 min,"Comedy, Family, Fantasy",,,6.3,"4,596",tt3979300,,English,24000000.0,not_netflix
630,Spree,2020-08-14,93 min,"Comedy, Crime, Horror",5 nominations,42.0,5.9,"14,604",tt11394332,28771.0,English,0.0,not_netflix
631,Boys State,2020-08-14,109 min,Documentary,Won 1 Primetime Emmy. 17 wins & 26 nominations total,84.0,7.6,"5,321",tt11095742,,English,0.0,not_netflix
632,The One and Only Ivan,2020-08-21,95 min,"Adventure, Comedy, Drama",Nominated for 1 Oscar. 2 wins & 5 nominations total,58.0,6.5,"12,751",tt3661394,,English,0.0,not_netflix
633,Unhinged,2020-08-21,90 min,"Action, Thriller",1 nomination,40.0,6.0,"71,126",tt10059518,20831465.0,English,33000000.0,not_netflix
634,Tesla,2020-08-21,102 min,"Biography, Drama",1 win,67.0,5.1,"9,563",tt5259822,93147.0,"English, French",5000000.0,not_netflix
635,Cut Throat City,2020-08-21,123 min,"Action, Crime, Drama",,67.0,4.9,"2,962",tt3547306,855894.0,English,0.0,not_netflix
636,Words on Bathroom Walls,2020-08-21,110 min,"Drama, Romance",2 nominations,61.0,7.1,"11,441",tt8045906,2542518.0,English,0.0,not_netflix
637,Hard Kill,2020-08-21,98 min,"Action, Thriller",1 nomination,,3.0,"19,081",tt11656172,,English,0.0,not_netflix
638,Chemical Hearts,2020-08-21,93 min,"Drama, Romance",,57.0,6.3,"13,774",tt5843876,,English,0.0,not_netflix
639,Tenet,2020-09-03,150 min,"Action, Sci-Fi, Thriller",Won 1 Oscar. 50 wins & 137 nominations total,69.0,7.3,"523,027",tt6723592,58504105.0,"English, Russian, Ukrainian, Estonian, Norwegian, Hindi",205000000.0,not_netflix
640,Bill,2015-09-18,94 min,"Comedy, Family, History",,60.0,6.5,"2,882",tt2978576,,English,0.0,not_netflix
641,The New Mutants,2020-08-28,94 min,"Action, Horror, Mystery",4 nominations,43.0,5.3,"83,011",tt4682266,23852659.0,"English, Portuguese, Latin",67000000.0,not_netflix
642,The Personal History of David Copperfield,2020-08-28,119 min,"Comedy, Drama",Nominated for 1 BAFTA Award17 wins & 32 nominations total,77.0,6.4,"20,965",tt6439020,1876298.0,"English, French",15600000.0,not_netflix
643,I'm Thinking of Ending Things,2020-09-04,134 min,"Drama, Thriller",15 wins & 110 nominations,78.0,6.6,"90,698",tt7939766,,"English, Spanish",0.0,netflix
644,Phineas and Ferb the Movie: Candace Against the Universe,2020-08-28,86 min,"Animation, Adventure, Comedy",1 win & 4 nominations,77.0,7.1,"4,845",tt1817232,,English,,not_netflix
645,All Together Now,2020-08-28,92 min,Drama,,64.0,6.5,"4,719",tt3155342,,English,0.0,netflix
646,Rogue,2007-11-08,99 min,"Action, Drama, Horror",1 win & 4 nominations,,6.2,"31,725",tt0479528,10452.0,English,0.0,not_netflix
647,Centigrade,2020-08-28,89 min,"Drama, Thriller",,46.0,4.4,"3,156",tt8945942,16263.0,English,0.0,not_netflix
648,Fatima,2020-08-28,113 min,"Drama, War",,50.0,6.6,"3,602",tt2197936,,English,0.0,not_netflix
649,All Together Now,2020-08-28,92 min,Drama,,64.0,6.5,"4,719",tt3155342,,English,0.0,netflix
650,"Love, Guaranteed",2020-09-03,90 min,"Comedy, Romance",1 win & 3 nominations,39.0,5.6,"18,099",tt11100856,,English,0.0,netflix
651,Mulan,1998-06-19,87 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 17 wins & 21 nominations total,71.0,7.6,"296,144",tt0120762,120620254.0,"English, Mandarin",200000000.0,not_netflix
652,Critical Thinking,2020-09-04,117 min,Drama,,65.0,6.4,"2,272",tt7870102,,"English, Spanish",0.0,not_netflix
653,The Owners,2021-02-22,92 min,"Comedy, Crime, Horror",1 win & 2 nominations,54.0,4.9,"8,362",tt9806370,,English,0.0,not_netflix
654,Guest House,2020-09-04,84 min,Comedy,,,4.4,"2,344",tt10054316,,,0.0,not_netflix
655,The Babysitter: Killer Queen,2020-09-10,101 min,"Comedy, Horror",2 nominations.,22.0,5.8,"44,804",tt11024272,,English,0.0,netflix
656,Unpregnant,2020-09-10,103 min,"Comedy, Drama",2 wins & 4 nominations,61.0,6.5,"8,774",tt10556022,,English,0.0,not_netflix
657,The Devil All the Time,2020-09-10,138 min,"Crime, Drama, Thriller",3 nominations,55.0,7.1,"140,688",tt7395114,,English,0.0,not_netflix
658,The Broken Hearts Gallery,2020-09-11,109 min,"Comedy, Romance",1 win & 2 nominations,57.0,6.3,"9,432",tt2140571,4067442.0,English,0.0,not_netflix
659,I Met a Girl,2020-09-11,108 min,"Drama, Romance",1 nomination,,6.1,"1,381",tt9731360,,English,0.0,not_netflix
660,Rent-A-Pal,2020-09-11,108 min,"Horror, Thriller",2 wins & 4 nominations,61.0,6.3,"5,078",tt12274228,30901.0,English,0.0,not_netflix
661,Cats,2019-12-20,110 min,"Comedy, Drama, Family",11 wins & 8 nominations,32.0,2.8,"52,975",tt5697572,27166770.0,English,95000000.0,not_netflix
662,The Secrets We Keep,2020-09-16,97 min,"Drama, Thriller",,48.0,5.8,"6,451",tt9252488,207928.0,English,7200000.0,not_netflix
663,Antebellum,2020-09-18,105 min,"Drama, Horror, Mystery",3 wins & 11 nominations,43.0,5.8,"28,233",tt10065694,,English,15000000.0,not_netflix
664,The Nest,2020-09-18,107 min,"Drama, Romance",5 wins & 28 nominations,80.0,6.3,"15,327",tt8338762,137886.0,English,0.0,not_netflix
665,Blackbird,2020-09-18,97 min,Drama,1 win & 1 nomination,53.0,6.6,"5,166",tt8717446,,English,0.0,not_netflix
666,Lost Girls,2020-03-13,95 min,"Crime, Drama, Mystery",1 win,67.0,6.1,"22,875",tt3111426,,English,0.0,netflix
667,Killian,2018-01-01,,"Short, Sci-Fi",,,,,tt7509158,,English,,not_netflix
668,Enola Holmes,2020-09-23,123 min,"Action, Adventure, Crime",4 wins & 11 nominations,68.0,6.6,"200,857",tt7846844,,English,21000000.0,not_netflix
